StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value
Arizona/New Mexico Mountains,Fire,Fire,2016,2016,97600
Chihuahuan Deserts,Fire,Fire,2016,2016,700
High Plains,Fire,Fire,2016,2016,8600
Southwestern Tablelands,Fire,Fire,2016,2016,3400
Central Great Plains,Fire,Fire,2016,2016,0
Flint Hills,Fire,Fire,2016,2016,0
Cross Timbers,Fire,Fire,2016,2016,0
Edwards Plateau,Fire,Fire,2016,2016,0
Southern Texas Plains,Fire,Fire,2016,2016,0
Texas Blackland Prairies,Fire,Fire,2016,2016,0
East Central Texas Plains,Fire,Fire,2016,2016,0
Western Gulf Coastal Plain,Fire,Fire,2016,2016,0
South Central Plains,Fire,Fire,2016,2016,0
Ouachita Mountains,Fire,Fire,2016,2016,0
Arkansas Valley,Fire,Fire,2016,2016,0
Boston Mountains,Fire,Fire,2016,2016,2700
Ozark Highlands,Fire,Fire,2016,2016,500
Central Irregular Plains,Fire,Fire,2016,2016,0
Canadian Rockies,Fire,Fire,2016,2016,500
Northwestern Glaciated Plains,Fire,Fire,2016,2016,0
Northwestern Great Plains,Fire,Fire,2016,2016,14000
Nebraska Sand Hills,Fire,Fire,2016,2016,0
Piedmont,Fire,Fire,2016,2016,1800
Northern Glaciated Plains,Fire,Fire,2016,2016,0
Western Corn Belt Plains,Fire,Fire,2016,2016,0
Lake Agassiz Plain,Fire,Fire,2016,2016,0
Northern Minnesota Wetlands,Fire,Fire,2016,2016,0
Northern Lakes and Forests,Fire,Fire,2016,2016,0
North Central Hardwood Forests,Fire,Fire,2016,2016,0
Driftless Area,Fire,Fire,2016,2016,0
Southeastern Wisconsin Till Plains,Fire,Fire,2016,2016,0
Central Corn Belt Plains,Fire,Fire,2016,2016,0
Eastern Corn Belt Plains,Fire,Fire,2016,2016,0
Southern Michigan/Northern Indiana Drift Plains,Fire,Fire,2016,2016,0
Huron/Erie Lake Plains,Fire,Fire,2016,2016,0
Northeastern Highlands,Fire,Fire,2016,2016,0
Northeastern Coastal Zone,Fire,Fire,2016,2016,0
Northern Allegheny Plateau,Fire,Fire,2016,2016,0
Erie Drift Plain,Fire,Fire,2016,2016,0
North Central Appalachians,Fire,Fire,2016,2016,0
Middle Atlantic Coastal Plain,Fire,Fire,2016,2016,0
Northern Piedmont,Fire,Fire,2016,2016,0
Southeastern Plains,Fire,Fire,2016,2016,0
Blue Ridge,Fire,Fire,2016,2016,49500
Ridge and Valley,Fire,Fire,2016,2016,100
Southwestern Appalachians,Fire,Fire,2016,2016,0
Central Appalachians,Fire,Fire,2016,2016,1000
Western Allegheny Plateau,Fire,Fire,2016,2016,0
Interior Plateau,Fire,Fire,2016,2016,0
Interior River Valleys and Hills,Fire,Fire,2016,2016,0
Mississippi Alluvial Plain,Fire,Fire,2016,2016,0
Mississippi Valley Loess Plains,Fire,Fire,2016,2016,0
Southern Coastal Plain,Fire,Fire,2016,2016,1000
Southern Florida Coastal Plain,Fire,Fire,2016,2016,5200
North Cascades,Fire,Fire,2016,2016,2900
Klamath Mountains/California High North Coast Range,Fire,Fire,2016,2016,14400
Madrean Archipelago,Fire,Fire,2016,2016,25000
Northern Basin and Range,Fire,Fire,2016,2016,45600
Sonoran Basin and Range,Fire,Fire,2016,2016,0
Acadian Plains and Hills,Fire,Fire,2016,2016,0
Eastern Great Lakes Lowlands,Fire,Fire,2016,2016,0
Atlantic Coastal Pine Barrens,Fire,Fire,2016,2016,0
Southern California/Northern Baja Coast,Fire,Fire,2016,2016,6600
Coast Range,Fire,Fire,2017,2017,3100
Puget Lowland,Fire,Fire,2017,2017,0
Willamette Valley,Fire,Fire,2017,2017,0
Cascades,Fire,Fire,2017,2017,122400
Sierra Nevada,Fire,Fire,2017,2017,49300
Central California Foothills and Coastal Mountains,Fire,Fire,2017,2017,159100
Central California Valley,Fire,Fire,2017,2017,1800
Southern California Mountains,Fire,Fire,2017,2017,72400
Eastern Cascades Slopes and Foothills,Fire,Fire,2017,2017,45500
Columbia Plateau,Fire,Fire,2017,2017,56900
Blue Mountains,Fire,Fire,2017,2017,58700
Snake River Plain,Fire,Fire,2017,2017,107800
Central Basin and Range,Fire,Fire,2017,2017,381100
Mojave Basin and Range,Fire,Fire,2017,2017,4900
Northern Rockies,Fire,Fire,2017,2017,70300
Idaho Batholith,Fire,Fire,2017,2017,120600
Middle Rockies,Fire,Fire,2017,2017,140000
Wyoming Basin,Fire,Fire,2017,2017,9000
Wasatch and Uinta Mountains,Fire,Fire,2017,2017,33900
Colorado Plateaus,Fire,Fire,2017,2017,15600
Southern Rockies,Fire,Fire,2017,2017,7000
Arizona/New Mexico Plateau,Fire,Fire,2017,2017,900
Arizona/New Mexico Mountains,Fire,Fire,2017,2017,109500
Chihuahuan Deserts,Fire,Fire,2017,2017,3800
High Plains,Fire,Fire,2017,2017,3700
Southwestern Tablelands,Fire,Fire,2017,2017,259300
Central Great Plains,Fire,Fire,2017,2017,53000
Flint Hills,Fire,Fire,2017,2017,0
Cross Timbers,Fire,Fire,2017,2017,0
Edwards Plateau,Fire,Fire,2017,2017,0
Southern Texas Plains,Fire,Fire,2017,2017,0
Texas Blackland Prairies,Fire,Fire,2017,2017,0
East Central Texas Plains,Fire,Fire,2017,2017,0
Western Gulf Coastal Plain,Fire,Fire,2017,2017,9800
South Central Plains,Fire,Fire,2017,2017,0
Ouachita Mountains,Fire,Fire,2017,2017,0
Arkansas Valley,Fire,Fire,2017,2017,0
Boston Mountains,Fire,Fire,2017,2017,900
Ozark Highlands,Fire,Fire,2017,2017,500
Central Irregular Plains,Fire,Fire,2017,2017,0
Canadian Rockies,Fire,Fire,2017,2017,65400
Northwestern Glaciated Plains,Fire,Fire,2017,2017,10900
Northwestern Great Plains,Fire,Fire,2017,2017,353100
Nebraska Sand Hills,Fire,Fire,2017,2017,0
Piedmont,Fire,Fire,2017,2017,100
Northern Glaciated Plains,Fire,Fire,2017,2017,0
Western Corn Belt Plains,Fire,Fire,2017,2017,300
Lake Agassiz Plain,Fire,Fire,2017,2017,0
Northern Minnesota Wetlands,Fire,Fire,2017,2017,600
Northern Lakes and Forests,Fire,Fire,2017,2017,0
North Central Hardwood Forests,Fire,Fire,2017,2017,0
Driftless Area,Fire,Fire,2017,2017,0
Southeastern Wisconsin Till Plains,Fire,Fire,2017,2017,0
Central Corn Belt Plains,Fire,Fire,2017,2017,0
Eastern Corn Belt Plains,Fire,Fire,2017,2017,0
Southern Michigan/Northern Indiana Drift Plains,Fire,Fire,2017,2017,0
Huron/Erie Lake Plains,Fire,Fire,2017,2017,0
Northeastern Highlands,Fire,Fire,2017,2017,0
Northeastern Coastal Zone,Fire,Fire,2017,2017,0
Northern Allegheny Plateau,Fire,Fire,2017,2017,0
Erie Drift Plain,Fire,Fire,2017,2017,0
North Central Appalachians,Fire,Fire,2017,2017,0
Middle Atlantic Coastal Plain,Fire,Fire,2017,2017,1200
Northern Piedmont,Fire,Fire,2017,2017,0
Southeastern Plains,Fire,Fire,2017,2017,1300
Blue Ridge,Fire,Fire,2017,2017,1800
Ridge and Valley,Fire,Fire,2017,2017,0
Southwestern Appalachians,Fire,Fire,2017,2017,0
Central Appalachians,Fire,Fire,2017,2017,0
Western Allegheny Plateau,Fire,Fire,2017,2017,0
Interior Plateau,Fire,Fire,2017,2017,0
Interior River Valleys and Hills,Fire,Fire,2017,2017,0
Mississippi Alluvial Plain,Fire,Fire,2017,2017,0
Mississippi Valley Loess Plains,Fire,Fire,2017,2017,0
Southern Coastal Plain,Fire,Fire,2017,2017,63000
Southern Florida Coastal Plain,Fire,Fire,2017,2017,35700
North Cascades,Fire,Fire,2017,2017,58100
Klamath Mountains/California High North Coast Range,Fire,Fire,2017,2017,205800
Madrean Archipelago,Fire,Fire,2017,2017,70600
Northern Basin and Range,Fire,Fire,2017,2017,184500
Sonoran Basin and Range,Fire,Fire,2017,2017,500
Acadian Plains and Hills,Fire,Fire,2017,2017,0
Eastern Great Lakes Lowlands,Fire,Fire,2017,2017,0
Atlantic Coastal Pine Barrens,Fire,Fire,2017,2017,0
Southern California/Northern Baja Coast,Fire,Fire,2017,2017,72100
Coast Range,Fire,Fire,2018,2018,0
Puget Lowland,Fire,Fire,2018,2018,0
Willamette Valley,Fire,Fire,2018,2018,0
Cascades,Fire,Fire,2018,2018,35800
Sierra Nevada,Fire,Fire,2018,2018,92600
Central California Foothills and Coastal Mountains,Fire,Fire,2018,2018,192400
Central California Valley,Fire,Fire,2018,2018,4000
Southern California Mountains,Fire,Fire,2018,2018,7900
Eastern Cascades Slopes and Foothills,Fire,Fire,2018,2018,25600
Columbia Plateau,Fire,Fire,2018,2018,81700
Blue Mountains,Fire,Fire,2018,2018,12300
Snake River Plain,Fire,Fire,2018,2018,69500
Central Basin and Range,Fire,Fire,2018,2018,139700
Mojave Basin and Range,Fire,Fire,2018,2018,600
Northern Rockies,Fire,Fire,2018,2018,13900
Idaho Batholith,Fire,Fire,2018,2018,66700
Middle Rockies,Fire,Fire,2018,2018,41900
Wyoming Basin,Fire,Fire,2018,2018,51200
Wasatch and Uinta Mountains,Fire,Fire,2018,2018,82500
Colorado Plateaus,Fire,Fire,2018,2018,36300
Southern Rockies,Fire,Fire,2018,2018,142500
Arizona/New Mexico Plateau,Fire,Fire,2018,2018,1500
Arizona/New Mexico Mountains,Fire,Fire,2018,2018,72100
Chihuahuan Deserts,Fire,Fire,2018,2018,0
High Plains,Fire,Fire,2018,2018,21500
Southwestern Tablelands,Fire,Fire,2018,2018,14900
Central Great Plains,Fire,Fire,2018,2018,1400
Flint Hills,Fire,Fire,2018,2018,8900
Cross Timbers,Fire,Fire,2018,2018,15900
Edwards Plateau,Fire,Fire,2018,2018,0
Southern Texas Plains,Fire,Fire,2018,2018,0
Texas Blackland Prairies,Fire,Fire,2018,2018,0
East Central Texas Plains,Fire,Fire,2018,2018,0
Western Gulf Coastal Plain,Fire,Fire,2018,2018,0
South Central Plains,Fire,Fire,2018,2018,0
Ouachita Mountains,Fire,Fire,2018,2018,700
Arkansas Valley,Fire,Fire,2018,2018,400
Boston Mountains,Fire,Fire,2018,2018,0
Ozark Highlands,Fire,Fire,2018,2018,900
Central Irregular Plains,Fire,Fire,2018,2018,0
Canadian Rockies,Fire,Fire,2018,2018,10600
Northwestern Glaciated Plains,Fire,Fire,2018,2018,2900
Northwestern Great Plains,Fire,Fire,2018,2018,800
Nebraska Sand Hills,Fire,Fire,2018,2018,0
Piedmont,Fire,Fire,2018,2018,0
Northern Glaciated Plains,Fire,Fire,2018,2018,0
Western Corn Belt Plains,Fire,Fire,2018,2018,0
Lake Agassiz Plain,Fire,Fire,2018,2018,0
Northern Minnesota Wetlands,Fire,Fire,2018,2018,1100
Northern Lakes and Forests,Fire,Fire,2018,2018,0
North Central Hardwood Forests,Fire,Fire,2018,2018,0
Driftless Area,Fire,Fire,2018,2018,0
Southeastern Wisconsin Till Plains,Fire,Fire,2018,2018,0
Central Corn Belt Plains,Fire,Fire,2018,2018,0
Eastern Corn Belt Plains,Fire,Fire,2018,2018,0
Southern Michigan/Northern Indiana Drift Plains,Fire,Fire,2018,2018,0
Huron/Erie Lake Plains,Fire,Fire,2018,2018,0
Northeastern Highlands,Fire,Fire,2018,2018,0
Northeastern Coastal Zone,Fire,Fire,2018,2018,0
Northern Allegheny Plateau,Fire,Fire,2018,2018,0
Erie Drift Plain,Fire,Fire,2018,2018,0
North Central Appalachians,Fire,Fire,2018,2018,0
Middle Atlantic Coastal Plain,Fire,Fire,2018,2018,600
Northern Piedmont,Fire,Fire,2018,2018,0
Southeastern Plains,Fire,Fire,2018,2018,0
Blue Ridge,Fire,Fire,2018,2018,900
Ridge and Valley,Fire,Fire,2018,2018,0
Southwestern Appalachians,Fire,Fire,2018,2018,0
Central Appalachians,Fire,Fire,2018,2018,0
Western Allegheny Plateau,Fire,Fire,2018,2018,0
Interior Plateau,Fire,Fire,2018,2018,0
Interior River Valleys and Hills,Fire,Fire,2018,2018,0
Mississippi Alluvial Plain,Fire,Fire,2018,2018,0
Mississippi Valley Loess Plains,Fire,Fire,2018,2018,0
Southern Coastal Plain,Fire,Fire,2018,2018,2500
Southern Florida Coastal Plain,Fire,Fire,2018,2018,35400
North Cascades,Fire,Fire,2018,2018,49100
Klamath Mountains/California High North Coast Range,Fire,Fire,2018,2018,336400
Madrean Archipelago,Fire,Fire,2018,2018,36500
Northern Basin and Range,Fire,Fire,2018,2018,377100
Sonoran Basin and Range,Fire,Fire,2018,2018,0
Acadian Plains and Hills,Fire,Fire,2018,2018,0
Eastern Great Lakes Lowlands,Fire,Fire,2018,2018,0
Atlantic Coastal Pine Barrens,Fire,Fire,2018,2018,0
Southern California/Northern Baja Coast,Fire,Fire,2018,2018,51100
Coast Range,Fire,Fire,2019,2019,0
Puget Lowland,Fire,Fire,2019,2019,0
Willamette Valley,Fire,Fire,2019,2019,0
Cascades,Fire,Fire,2019,2019,100
Sierra Nevada,Fire,Fire,2019,2019,30900
Central California Foothills and Coastal Mountains,Fire,Fire,2019,2019,41100
Central California Valley,Fire,Fire,2019,2019,1500
Southern California Mountains,Fire,Fire,2019,2019,1900
Eastern Cascades Slopes and Foothills,Fire,Fire,2019,2019,15400
Columbia Plateau,Fire,Fire,2019,2019,12900
Blue Mountains,Fire,Fire,2019,2019,8500
Snake River Plain,Fire,Fire,2019,2019,67600
Central Basin and Range,Fire,Fire,2019,2019,38500
Mojave Basin and Range,Fire,Fire,2019,2019,3100
Northern Rockies,Fire,Fire,2019,2019,18500
Idaho Batholith,Fire,Fire,2019,2019,7800
Middle Rockies,Fire,Fire,2019,2019,7700
Wyoming Basin,Fire,Fire,2019,2019,10100
Wasatch and Uinta Mountains,Fire,Fire,2019,2019,5800
Colorado Plateaus,Fire,Fire,2019,2019,3900
Southern Rockies,Fire,Fire,2019,2019,10700
Arizona/New Mexico Plateau,Fire,Fire,2019,2019,6000
Arizona/New Mexico Mountains,Fire,Fire,2019,2019,110800
Chihuahuan Deserts,Fire,Fire,2019,2019,0
High Plains,Fire,Fire,2019,2019,2200
Southwestern Tablelands,Fire,Fire,2019,2019,14700
Central Great Plains,Fire,Fire,2019,2019,1000
Flint Hills,Fire,Fire,2019,2019,200
Cross Timbers,Fire,Fire,2019,2019,0
Edwards Plateau,Fire,Fire,2019,2019,500
Southern Texas Plains,Fire,Fire,2019,2019,0
Texas Blackland Prairies,Fire,Fire,2019,2019,0
East Central Texas Plains,Fire,Fire,2019,2019,0
Western Gulf Coastal Plain,Fire,Fire,2019,2019,0
South Central Plains,Fire,Fire,2019,2019,0
Ouachita Mountains,Fire,Fire,2019,2019,9900
Arkansas Valley,Fire,Fire,2019,2019,900
Boston Mountains,Fire,Fire,2019,2019,6600
Ozark Highlands,Fire,Fire,2019,2019,2400
Central Irregular Plains,Fire,Fire,2019,2019,0
Canadian Rockies,Fire,Fire,2019,2019,900
Northwestern Glaciated Plains,Fire,Fire,2019,2019,1400
Northwestern Great Plains,Fire,Fire,2019,2019,7400
Nebraska Sand Hills,Fire,Fire,2019,2019,0
Piedmont,Fire,Fire,2019,2019,300
Northern Glaciated Plains,Fire,Fire,2019,2019,0
Western Corn Belt Plains,Fire,Fire,2019,2019,0
Lake Agassiz Plain,Fire,Fire,2019,2019,0
Northern Minnesota Wetlands,Fire,Fire,2019,2019,0
Northern Lakes and Forests,Fire,Fire,2019,2019,0
North Central Hardwood Forests,Fire,Fire,2019,2019,0
Driftless Area,Fire,Fire,2019,2019,0
Southeastern Wisconsin Till Plains,Fire,Fire,2019,2019,0
Central Corn Belt Plains,Fire,Fire,2019,2019,0
Eastern Corn Belt Plains,Fire,Fire,2019,2019,0
Southern Michigan/Northern Indiana Drift Plains,Fire,Fire,2019,2019,0
Huron/Erie Lake Plains,Fire,Fire,2019,2019,0
Northeastern Highlands,Fire,Fire,2019,2019,0
Northeastern Coastal Zone,Fire,Fire,2019,2019,0
Northern Allegheny Plateau,Fire,Fire,2019,2019,0
Erie Drift Plain,Fire,Fire,2019,2019,0
North Central Appalachians,Fire,Fire,2019,2019,0
Middle Atlantic Coastal Plain,Fire,Fire,2019,2019,300
Northern Piedmont,Fire,Fire,2019,2019,0
Southeastern Plains,Fire,Fire,2019,2019,3500
Blue Ridge,Fire,Fire,2019,2019,0
Ridge and Valley,Fire,Fire,2019,2019,1500
Southwestern Appalachians,Fire,Fire,2019,2019,400
Central Appalachians,Fire,Fire,2019,2019,0
Western Allegheny Plateau,Fire,Fire,2019,2019,0
Interior Plateau,Fire,Fire,2019,2019,0
Interior River Valleys and Hills,Fire,Fire,2019,2019,0
Mississippi Alluvial Plain,Fire,Fire,2019,2019,0
Mississippi Valley Loess Plains,Fire,Fire,2019,2019,0
Southern Coastal Plain,Fire,Fire,2019,2019,17100
Southern Florida Coastal Plain,Fire,Fire,2019,2019,5700
North Cascades,Fire,Fire,2019,2019,0
Klamath Mountains/California High North Coast Range,Fire,Fire,2019,2019,11100
Madrean Archipelago,Fire,Fire,2019,2019,17200
Northern Basin and Range,Fire,Fire,2019,2019,66700
Sonoran Basin and Range,Fire,Fire,2019,2019,32800
Acadian Plains and Hills,Fire,Fire,2019,2019,0
Eastern Great Lakes Lowlands,Fire,Fire,2019,2019,0
Atlantic Coastal Pine Barrens,Fire,Fire,2019,2019,0
Southern California/Northern Baja Coast,Fire,Fire,2019,2019,11900
Coast Range,Fire,Fire,2020,2020,48000
Puget Lowland,Fire,Fire,2020,2020,0
Willamette Valley,Fire,Fire,2020,2020,2600
Cascades,Fire,Fire,2020,2020,329600
Sierra Nevada,Fire,Fire,2020,2020,277500
Central California Foothills and Coastal Mountains,Fire,Fire,2020,2020,487500
Central California Valley,Fire,Fire,2020,2020,0
Southern California Mountains,Fire,Fire,2020,2020,52100
Eastern Cascades Slopes and Foothills,Fire,Fire,2020,2020,103400
Columbia Plateau,Fire,Fire,2020,2020,275400
Blue Mountains,Fire,Fire,2020,2020,39400
Snake River Plain,Fire,Fire,2020,2020,17900
Central Basin and Range,Fire,Fire,2020,2020,131500
Mojave Basin and Range,Fire,Fire,2020,2020,65400
Northern Rockies,Fire,Fire,2020,2020,25500
Idaho Batholith,Fire,Fire,2020,2020,12300
Middle Rockies,Fire,Fire,2020,2020,14700
Wyoming Basin,Fire,Fire,2020,2020,10900
Wasatch and Uinta Mountains,Fire,Fire,2020,2020,21800
Colorado Plateaus,Fire,Fire,2020,2020,69900
Southern Rockies,Fire,Fire,2020,2020,62800
Arizona/New Mexico Plateau,Fire,Fire,2020,2020,13900
Arizona/New Mexico Mountains,Fire,Fire,2020,2020,226300
Chihuahuan Deserts,Fire,Fire,2020,2020,0
High Plains,Fire,Fire,2020,2020,0
Southwestern Tablelands,Fire,Fire,2020,2020,1700
Central Great Plains,Fire,Fire,2020,2020,0
Flint Hills,Fire,Fire,2020,2020,0
Cross Timbers,Fire,Fire,2020,2020,0
Edwards Plateau,Fire,Fire,2020,2020,0
Southern Texas Plains,Fire,Fire,2020,2020,0
Texas Blackland Prairies,Fire,Fire,2020,2020,0
East Central Texas Plains,Fire,Fire,2020,2020,0
Western Gulf Coastal Plain,Fire,Fire,2020,2020,0
South Central Plains,Fire,Fire,2020,2020,0
Ouachita Mountains,Fire,Fire,2020,2020,0
Arkansas Valley,Fire,Fire,2020,2020,0
Boston Mountains,Fire,Fire,2020,2020,0
Ozark Highlands,Fire,Fire,2020,2020,0
Central Irregular Plains,Fire,Fire,2020,2020,0
Canadian Rockies,Fire,Fire,2020,2020,1300
Northwestern Glaciated Plains,Fire,Fire,2020,2020,0
Northwestern Great Plains,Fire,Fire,2020,2020,49400
Nebraska Sand Hills,Fire,Fire,2020,2020,0
Piedmont,Fire,Fire,2020,2020,0
Northern Glaciated Plains,Fire,Fire,2020,2020,0
Western Corn Belt Plains,Fire,Fire,2020,2020,0
Lake Agassiz Plain,Fire,Fire,2020,2020,0
Northern Minnesota Wetlands,Fire,Fire,2020,2020,0
Northern Lakes and Forests,Fire,Fire,2020,2020,0
North Central Hardwood Forests,Fire,Fire,2020,2020,0
Driftless Area,Fire,Fire,2020,2020,0
Southeastern Wisconsin Till Plains,Fire,Fire,2020,2020,0
Central Corn Belt Plains,Fire,Fire,2020,2020,0
Eastern Corn Belt Plains,Fire,Fire,2020,2020,0
Southern Michigan/Northern Indiana Drift Plains,Fire,Fire,2020,2020,0
Huron/Erie Lake Plains,Fire,Fire,2020,2020,0
Northeastern Highlands,Fire,Fire,2020,2020,0
Northeastern Coastal Zone,Fire,Fire,2020,2020,0
Northern Allegheny Plateau,Fire,Fire,2020,2020,0
Erie Drift Plain,Fire,Fire,2020,2020,0
North Central Appalachians,Fire,Fire,2020,2020,0
Middle Atlantic Coastal Plain,Fire,Fire,2020,2020,0
Northern Piedmont,Fire,Fire,2020,2020,0
Southeastern Plains,Fire,Fire,2020,2020,0
Blue Ridge,Fire,Fire,2020,2020,0
Ridge and Valley,Fire,Fire,2020,2020,0
Southwestern Appalachians,Fire,Fire,2020,2020,0
Central Appalachians,Fire,Fire,2020,2020,0
Western Allegheny Plateau,Fire,Fire,2020,2020,0
Interior Plateau,Fire,Fire,2020,2020,0
Interior River Valleys and Hills,Fire,Fire,2020,2020,0
Mississippi Alluvial Plain,Fire,Fire,2020,2020,0
Mississippi Valley Loess Plains,Fire,Fire,2020,2020,0
Southern Coastal Plain,Fire,Fire,2020,2020,0
Southern Florida Coastal Plain,Fire,Fire,2020,2020,23800
North Cascades,Fire,Fire,2020,2020,10300
Klamath Mountains/California High North Coast Range,Fire,Fire,2020,2020,397700
Madrean Archipelago,Fire,Fire,2020,2020,81400
Northern Basin and Range,Fire,Fire,2020,2020,71100
Sonoran Basin and Range,Fire,Fire,2020,2020,66900
Acadian Plains and Hills,Fire,Fire,2020,2020,0
Eastern Great Lakes Lowlands,Fire,Fire,2020,2020,0
Atlantic Coastal Pine Barrens,Fire,Fire,2020,2020,0
Southern California/Northern Baja Coast,Fire,Fire,2020,2020,8600
